symbol,stage,product,entry_time,exit_time,entry_price,exit_price,shares,gross_pnl,net_pnl,r_multiple,exit_reason
ABB,bollinger_meanrev,MIS,2026-06-17 14:55:00,2026-06-17 15:15:00,7145.5,7175.0,4,-118.0,-148.39,-0.74,forced_close
GVT&D,bollinger_meanrev,MIS,2026-06-17 14:55:00,2026-06-17 15:00:00,5123.5,5155.642857142857,5,-160.71,-187.98,-1.24,trailing_stop
HDFCAMC,bollinger_meanrev,MIS,2026-06-17 14:55:00,2026-06-17 15:15:00,2708.6,2709.3,11,-7.7,-39.3,-0.08,forced_close
TIINDIA,bollinger_meanrev,MIS,2026-06-17 14:55:00,2026-06-17 15:00:00,3256.6,3272.285714285714,9,-141.17,-172.34,-1.17,trailing_stop
MOTHERSON,bollinger_meanrev,MIS,2026-06-17 15:00:00,2026-06-17 15:15:00,145.4,144.92,206,98.88,67.18,0.54,forced_close
POLICYBZR,bollinger_meanrev,MIS,2026-06-17 15:00:00,2026-06-17 15:15:00,1628.2,1623.7,18,81.0,49.97,0.75,forced_close
POWERGRID,bollinger_meanrev,MIS,2026-06-17 15:00:00,2026-06-17 15:15:00,286.45,286.3,104,15.6,-15.98,0.15,forced_close
LAURUSLABS,bollinger_meanrev,MIS,2026-06-17 15:05:00,2026-06-17 15:15:00,1370.1,1369.7,21,8.4,-22.11,0.11,forced_close
TATACONSUM,bollinger_meanrev,MIS,2026-06-17 15:05:00,2026-06-17 15:15:00,1125.1,1123.7,26,36.4,5.4,0.47,forced_close
NTPC,bollinger_meanrev,MIS,2026-06-17 15:10:00,2026-06-17 15:15:00,355.55,355.7,84,-12.6,-44.28,-0.15,forced_close
VMM,bollinger_meanrev,MIS,2026-06-17 15:10:00,2026-06-17 15:15:00,118.66,118.83,252,-42.84,-74.58,-0.38,forced_close
GODREJPROP,bollinger_meanrev,MIS,2026-06-17 15:15:00,2026-06-17 15:20:00,1790.5,1793.8857142857141,16,-54.17,-84.59,-0.48,trailing_stop
NATIONALUM,bollinger_meanrev,MIS,2026-06-17 15:20:00,2026-06-17 15:25:00,370.95,372.0,80,-84.0,-115.52,-0.7,forced_close
ADANIENT,bollinger_meanrev,MIS,2026-06-18 09:15:00,2026-06-18 09:20:00,2976.3,2979.657142857143,10,-33.57,-65.16,-0.24,trailing_stop
ADANIPOWER,bollinger_meanrev,MIS,2026-06-18 09:15:00,2026-06-18 09:20:00,222.2,221.99571428571429,135,27.58,-4.21,0.19,trailing_stop
BANKBARODA,bollinger_meanrev,MIS,2026-06-18 09:15:00,2026-06-18 09:20:00,286.1,285.59999999999997,104,52.0,20.48,0.32,trailing_stop
BHARATFORG,bollinger_meanrev,MIS,2026-06-18 09:15:00,2026-06-18 10:10:00,2046.1,2034.0,14,169.4,139.13,1.06,target_mid_band
DLF,bollinger_meanrev,MIS,2026-06-18 09:15:00,2026-06-18 09:20:00,629.65,629.3000000000001,47,16.45,-14.92,0.12,trailing_stop
HAVELLS,bollinger_meanrev,MIS,2026-06-18 09:15:00,2026-06-18 10:05:00,1207.7,1198.3,24,225.6,195.01,1.42,target_mid_band
HEROMOTOCO,bollinger_meanrev,MIS,2026-06-18 09:15:00,2026-06-18 09:30:00,5031.9,5032.771428571428,5,-4.36,-31.04,-0.05,trailing_stop
INDIGO,bollinger_meanrev,MIS,2026-06-18 09:15:00,2026-06-18 10:00:00,4903.0,4881.1,6,131.4,100.29,1.14,target_mid_band
JSWENERGY,bollinger_meanrev,MIS,2026-06-18 09:15:00,2026-06-18 10:30:00,579.45,578.2857142857142,51,59.38,28.08,0.23,trailing_stop
MANKIND,bollinger_meanrev,MIS,2026-06-18 09:15:00,2026-06-18 09:20:00,2371.6,2381.614285714286,12,-120.17,-150.43,-1.14,trailing_stop
MARICO,bollinger_meanrev,MIS,2026-06-18 09:15:00,2026-06-18 09:20:00,816.55,822.7857142857143,36,-224.49,-255.8,-1.12,trailing_stop
NYKAA,bollinger_meanrev,MIS,2026-06-18 09:15:00,2026-06-18 09:20:00,289.05,289.1,103,-5.15,-36.73,-0.02,trailing_stop
POLYCAB,bollinger_meanrev,MIS,2026-06-18 09:15:00,2026-06-18 10:05:00,9999.0,9940.0,3,177.0,145.3,1.16,target_mid_band
RADICO,bollinger_meanrev,MIS,2026-06-18 09:15:00,2026-06-18 09:20:00,3624.5,3630.342857142857,8,-46.74,-77.52,-0.26,trailing_stop
SBILIFE,bollinger_meanrev,MIS,2026-06-18 09:15:00,2026-06-18 09:30:00,1805.6,1815.4142857142858,16,-157.03,-187.77,-1.08,trailing_stop
SOLARINDS,bollinger_meanrev,MIS,2026-06-18 09:15:00,2026-06-18 09:20:00,17644,17739.85714285714,1,-95.86,-114.63,-0.79,trailing_stop
SUPREMEIND,bollinger_meanrev,MIS,2026-06-18 09:15:00,2026-06-18 10:30:00,3560.0,3542.0,8,144.0,113.89,1.03,target_mid_band
TATACONSUM,bollinger_meanrev,MIS,2026-06-18 09:15:00,2026-06-18 09:45:00,1127.0,1127.1571428571428,26,-4.09,-35.16,-0.04,trailing_stop
TRENT,bollinger_meanrev,MIS,2026-06-18 09:15:00,2026-06-18 09:20:00,3132.1,3132.6,9,-4.5,-34.4,-0.02,trailing_stop
UNIONBANK,bollinger_meanrev,MIS,2026-06-18 09:15:00,2026-06-18 09:35:00,170.08,171.10142857142858,176,-179.77,-211.63,-0.96,trailing_stop
UNITDSPR,bollinger_meanrev,MIS,2026-06-18 09:15:00,2026-06-18 09:20:00,1335.2,1345.3285714285714,22,-222.83,-254.12,-1.15,trailing_stop
UPL,bollinger_meanrev,MIS,2026-06-18 09:15:00,2026-06-18 09:40:00,616.1,613.2,48,139.2,107.93,1.38,target_mid_band
VMM,bollinger_meanrev,MIS,2026-06-18 09:15:00,2026-06-18 10:05:00,119.25,118.76,251,122.99,91.33,0.79,target_mid_band
CIPLA,bollinger_meanrev,MIS,2026-06-18 09:20:00,2026-06-18 10:35:00,1365.0,1356.7,21,174.3,144.01,1.47,target_mid_band
DRREDDY,bollinger_meanrev,MIS,2026-06-18 09:20:00,2026-06-18 09:55:00,1278.8,1269.5,23,213.9,182.85,1.7,target_mid_band
GLENMARK,bollinger_meanrev,MIS,2026-06-18 09:20:00,2026-06-18 09:25:00,2157.0,2157.2714285714287,13,-3.53,-33.27,-0.03,trailing_stop
GODFRYPHLP,bollinger_meanrev,MIS,2026-06-18 09:20:00,2026-06-18 09:35:00,2267.0,2278.4285714285716,13,-148.57,-179.92,-1.07,trailing_stop
HDFCLIFE,bollinger_meanrev,MIS,2026-06-18 09:20:00,2026-06-18 09:30:00,587.15,590.2285714285714,51,-157.01,-188.86,-1.13,trailing_stop
HINDUNILVR,bollinger_meanrev,MIS,2026-06-18 09:20:00,2026-06-18 09:40:00,2203.1,2206.785714285714,13,-47.91,-78.32,-0.51,trailing_stop
ICICIGI,bollinger_meanrev,MIS,2026-06-18 09:20:00,2026-06-18 09:25:00,1807.8,1819.8714285714286,16,-193.14,-223.94,-1.0,trailing_stop
IOC,bollinger_meanrev,MIS,2026-06-18 09:20:00,2026-06-18 10:35:00,146.55,146.36,204,38.76,7.08,0.34,target_mid_band
LAURUSLABS,bollinger_meanrev,MIS,2026-06-18 09:20:00,2026-06-18 09:50:00,1377.6,1365.8,21,247.8,217.28,1.9,target_mid_band
LUPIN,bollinger_meanrev,MIS,2026-06-18 09:20:00,2026-06-18 10:30:00,2290.1,2288.6857142857143,13,18.39,-13.17,0.12,trailing_stop
OBEROIRLTY,bollinger_meanrev,MIS,2026-06-18 09:20:00,2026-06-18 09:30:00,1700.8,1704.0285714285715,17,-54.89,-85.58,-0.37,trailing_stop
SAIL,bollinger_meanrev,MIS,2026-06-18 09:20:00,2026-06-18 09:40:00,183.18,183.63857142857142,163,-74.75,-106.46,-0.43,trailing_stop
SUNPHARMA,bollinger_meanrev,MIS,2026-06-18 09:20:00,2026-06-18 09:50:00,1828.5,1819.3,16,147.2,116.27,1.33,target_mid_band
ZYDUSLIFE,bollinger_meanrev,MIS,2026-06-18 09:20:00,2026-06-18 09:30:00,1071.0,1074.3857142857144,28,-94.8,-126.66,-0.6,trailing_stop
MFSL,bollinger_meanrev,MIS,2026-06-18 09:25:00,2026-06-18 09:50:00,1649.0,1657.2,18,-147.6,-179.17,-0.73,trailing_stop
IDFCFIRSTB,bollinger_meanrev,MIS,2026-06-18 09:30:00,2026-06-18 09:55:00,78.02,78.32142857142857,384,-115.75,-147.59,-0.7,trailing_stop
MAXHEALTH,bollinger_meanrev,MIS,2026-06-18 09:30:00,2026-06-18 09:40:00,1042.8,1049.5285714285715,28,-188.4,-219.48,-0.92,trailing_stop
HDFCBANK,bollinger_meanrev,MIS,2026-06-18 09:35:00,2026-06-18 09:40:00,794.45,797.9785714285715,37,-130.56,-161.81,-1.15,trailing_stop
INDHOTEL,bollinger_meanrev,MIS,2026-06-18 09:35:00,2026-06-18 10:45:00,705.4,703.6,42,75.6,44.23,0.51,target_mid_band
NHPC,bollinger_meanrev,MIS,2026-06-18 09:40:00,2026-06-18 10:50:00,75.44,75.70857142857142,397,-106.62,-138.45,-0.65,trailing_stop
NTPC,bollinger_meanrev,MIS,2026-06-18 09:45:00,2026-06-18 10:30:00,357.75,356.6,83,95.45,64.02,0.63,target_mid_band
EICHERMOT,bollinger_meanrev,MIS,2026-06-18 10:00:00,2026-06-18 10:40:00,7624.5,7630.785714285715,3,-18.86,-43.13,-0.15,trailing_stop
TATACOMM,bollinger_meanrev,MIS,2026-06-18 10:00:00,2026-06-18 10:20:00,1947.7,1965.6857142857143,15,-269.79,-300.94,-0.89,trailing_stop
M&MFIN,bollinger_meanrev,MIS,2026-06-18 10:05:00,2026-06-18 10:30:00,296.5,292.15,101,439.35,407.87,1.64,target_mid_band
360ONE,bollinger_meanrev,MIS,2026-06-18 10:10:00,2026-06-18 11:15:00,1161.9,1154.8,25,177.5,146.81,0.75,target_mid_band
EXIDEIND,bollinger_meanrev,MIS,2026-06-18 10:10:00,2026-06-18 10:15:00,392.1,391.6714285714286,76,32.57,0.99,0.21,trailing_stop
RECLTD,bollinger_meanrev,MIS,2026-06-18 10:10:00,2026-06-18 10:55:00,363.7,360.9,82,229.6,198.12,1.08,target_mid_band
PATANJALI,bollinger_meanrev,MIS,2026-06-18 10:50:00,2026-06-18 10:55:00,424.7,426.32142857142856,70,-113.5,-145.1,-0.88,trailing_stop
TMCV,bollinger_meanrev,MIS,2026-06-18 11:15:00,2026-06-18 11:35:00,403.95,403.0214285714286,74,68.71,37.06,0.43,trailing_stop
GVT&D,bollinger_meanrev,MIS,2026-06-18 11:35:00,2026-06-18 12:00:00,5215.0,5207.214285714285,5,38.93,11.3,0.14,trailing_stop
SBIN,bollinger_meanrev,MIS,2026-06-18 11:40:00,2026-06-18 11:50:00,1040.4,1045.45,28,-141.4,-172.38,-1.08,trailing_stop
ULTRACEMCO,bollinger_meanrev,MIS,2026-06-18 11:45:00,2026-06-18 12:00:00,11096,11116.857142857143,2,-41.71,-65.27,-0.65,trailing_stop
SHREECEM,bollinger_meanrev,MIS,2026-06-18 11:55:00,2026-06-18 12:20:00,25135,25212.85714285714,1,-77.86,-104.56,-0.71,trailing_stop
TATAINVEST,bollinger_meanrev,MIS,2026-06-18 11:55:00,2026-06-18 12:00:00,701.0,703.8714285714286,42,-120.6,-151.9,-0.44,trailing_stop
ICICIAMC,bollinger_meanrev,MIS,2026-06-18 12:15:00,2026-06-18 12:25:00,3333.4,3351.214285714286,8,-142.51,-170.88,-1.07,trailing_stop
ABB,bollinger_meanrev,MIS,2026-06-18 12:20:00,2026-06-18 13:35:00,7195.0,7174.0,4,84.0,53.53,0.7,target_mid_band
BHEL,bollinger_meanrev,MIS,2026-06-18 12:20:00,2026-06-18 12:55:00,402.65,405.1642857142857,74,-186.06,-217.77,-0.97,trailing_stop
CGPOWER,bollinger_meanrev,MIS,2026-06-18 12:20:00,2026-06-18 12:35:00,953.25,953.3428571428572,31,-2.88,-34.22,-0.04,trailing_stop
GODREJPROP,bollinger_meanrev,MIS,2026-06-18 12:20:00,2026-06-18 12:35:00,1811.0,1820.8999999999999,16,-158.4,-189.23,-1.0,trailing_stop
PRESTIGE,bollinger_meanrev,MIS,2026-06-18 12:20:00,2026-06-18 12:35:00,1526.6,1534.9857142857143,19,-159.33,-190.19,-0.85,trailing_stop
ADANIENSOL,bollinger_meanrev,MIS,2026-06-18 12:25:00,2026-06-18 12:55:00,1517.1,1517.9857142857143,19,-16.83,-47.41,-0.1,trailing_stop
ADANIGREEN,bollinger_meanrev,MIS,2026-06-18 12:25:00,2026-06-18 12:30:00,1489.0,1491.757142857143,20,-55.14,-86.76,-0.45,trailing_stop
ADANIPORTS,bollinger_meanrev,MIS,2026-06-18 12:25:00,2026-06-18 12:40:00,1831.9,1837.8714285714286,16,-95.54,-126.69,-1.07,trailing_stop
ATGL,bollinger_meanrev,MIS,2026-06-18 12:25:00,2026-06-18 12:30:00,700.1,703.3857142857144,42,-138.0,-169.27,-0.97,trailing_stop
ETERNAL,bollinger_meanrev,MIS,2026-06-18 12:25:00,2026-06-18 12:55:00,257.95,258.4,116,-52.2,-83.96,-0.4,trailing_stop
IREDA,bollinger_meanrev,MIS,2026-06-18 12:25:00,2026-06-18 13:40:00,127.8,127.58,234,51.48,19.8,0.47,target_mid_band
LODHA,bollinger_meanrev,MIS,2026-06-18 12:25:00,2026-06-18 13:30:00,932.2,925.5,32,214.4,182.9,1.13,target_mid_band
LT,bollinger_meanrev,MIS,2026-06-18 12:30:00,2026-06-18 13:20:00,4195.7,4187.6,7,56.7,25.59,0.88,target_mid_band
COROMANDEL,bollinger_meanrev,MIS,2026-06-18 12:45:00,2026-06-18 13:05:00,2026.9,2031.0142857142857,14,-57.6,-87.73,-0.47,trailing_stop
AUBANK,bollinger_meanrev,MIS,2026-06-18 12:55:00,2026-06-18 13:25:00,1026.5,1027.0214285714285,29,-15.12,-46.7,-0.14,trailing_stop
LENSKART,bollinger_meanrev,MIS,2026-06-18 13:00:00,2026-06-18 13:05:00,505.6,505.49285714285713,59,6.32,-25.31,0.15,trailing_stop
GMRAIRPORT,bollinger_meanrev,MIS,2026-06-18 13:10:00,2026-06-18 13:15:00,110.03,110.37714285714286,272,-94.42,-126.22,-0.75,trailing_stop
IRCTC,bollinger_meanrev,MIS,2026-06-18 13:45:00,2026-06-18 13:55:00,524.0,523.2,57,45.6,13.96,0.79,target_mid_band
DIVISLAB,bollinger_meanrev,MIS,2026-06-18 14:15:00,2026-06-18 14:25:00,6730.5,6753.642857142857,4,-92.57,-121.18,-0.86,trailing_stop
GROWW,bollinger_meanrev,MIS,2026-06-18 14:30:00,2026-06-18 14:40:00,201.35,202.43857142857144,148,-161.11,-192.81,-0.98,trailing_stop
MUTHOOTFIN,bollinger_meanrev,MIS,2026-06-18 14:50:00,2026-06-18 14:55:00,3169.6,3178.457142857143,9,-79.71,-110.02,-1.0,trailing_stop
ALKEM,bollinger_meanrev,MIS,2026-06-18 15:00:00,2026-06-18 15:10:00,5383.0,5376.928571428572,5,30.36,1.83,0.42,trailing_stop
BAJAJFINSV,bollinger_meanrev,MIS,2026-06-18 15:00:00,2026-06-18 15:15:00,1773.0,1771.9,16,17.6,-12.47,0.17,forced_close
PIDILITIND,bollinger_meanrev,MIS,2026-06-18 15:00:00,2026-06-18 15:15:00,1580.4,1582.7,18,-41.4,-71.59,-0.49,forced_close
TATACAP,bollinger_meanrev,MIS,2026-06-18 15:00:00,2026-06-18 15:10:00,343.25,346.3071428571429,87,-265.97,-297.81,-1.14,trailing_stop
HCLTECH,bollinger_meanrev,MIS,2026-06-18 15:05:00,2026-06-18 15:15:00,1163.6,1162.9,25,17.5,-13.34,0.19,forced_close
KEI,bollinger_meanrev,MIS,2026-06-18 15:05:00,2026-06-18 15:15:00,5659.0,5637.5,5,107.5,77.56,0.95,forced_close
TMPV,bollinger_meanrev,MIS,2026-06-18 15:05:00,2026-06-18 15:15:00,364.75,365.0,82,-20.5,-52.23,-0.2,forced_close
BAJAJ-AUTO,bollinger_meanrev,MIS,2026-06-18 15:10:00,2026-06-18 15:15:00,10077.0,10095.0,2,-36.0,-57.4,-0.81,forced_close
CHOLAFIN,bollinger_meanrev,MIS,2026-06-18 15:10:00,2026-06-18 15:15:00,1691.1,1688.1,17,51.0,20.55,0.6,forced_close
AMBUJACEM,bollinger_meanrev,MIS,2026-06-18 15:15:00,2026-06-18 15:20:00,431.5,432.4,69,-62.1,-93.71,-0.42,trailing_stop
HINDZINC,bollinger_meanrev,MIS,2026-06-18 15:15:00,2026-06-18 15:20:00,572.2,573.0,52,-41.6,-73.18,-0.47,forced_close
LGEINDIA,bollinger_meanrev,MIS,2026-06-18 15:15:00,2026-06-18 15:20:00,1609.9,1610.0,18,-1.8,-32.53,-0.02,forced_close
AUROPHARMA,bollinger_meanrev,MIS,2026-06-18 15:20:00,2026-06-18 15:25:00,1446.5,1444.7,20,36.0,5.34,0.35,forced_close
BAJAJHLDNG,bollinger_meanrev,MIS,2026-06-18 15:20:00,2026-06-18 15:25:00,10700,10690,2,20,-2.68,0.19,forced_close
PFC,bollinger_meanrev,MIS,2026-06-18 15:20:00,2026-06-18 15:25:00,429.8,429.25,69,37.95,6.53,0.32,forced_close
INDUSINDBK,bollinger_meanrev,MIS,2026-06-18 15:25:00,2026-06-18 15:25:00,939.95,939.95,31,-0.0,-30.9,-0.0,eod_data_end
POLICYBZR,bollinger_meanrev,MIS,2026-06-18 15:25:00,2026-06-18 15:25:00,1626.7,1626.7,18,-0.0,-31.05,-0.0,eod_data_end
ATGL,bollinger_meanrev,MIS,2026-06-19 09:15:00,2026-06-19 10:30:00,732.85,728.0,40,194.0,163.04,0.52,target_mid_band
AUROPHARMA,bollinger_meanrev,MIS,2026-06-19 09:15:00,2026-06-19 09:25:00,1466.5,1466.3857142857144,20,2.29,-28.82,0.01,trailing_stop
ABB,bollinger_meanrev,MIS,2026-06-19 09:20:00,2026-06-19 10:20:00,7285.0,7234.0,4,204.0,173.23,1.01,target_mid_band
ADANIPOWER,bollinger_meanrev,MIS,2026-06-19 09:20:00,2026-06-19 09:40:00,233.5,233.70714285714286,128,-26.51,-58.23,-0.1,trailing_stop
BHARTIARTL,bollinger_meanrev,MIS,2026-06-19 09:20:00,2026-06-19 10:00:00,1881.9,1892.6428571428573,15,-161.14,-191.18,-1.22,trailing_stop
CUMMINSIND,bollinger_meanrev,MIS,2026-06-19 09:20:00,2026-06-19 10:00:00,5892.0,5867.5,5,122.5,91.34,0.77,target_mid_band
SOLARINDS,bollinger_meanrev,MIS,2026-06-19 09:20:00,2026-06-19 09:25:00,17901,18018.14285714286,1,-117.14,-136.2,-1.19,trailing_stop
TRENT,bollinger_meanrev,MIS,2026-06-19 09:20:00,2026-06-19 09:45:00,3196.0,3181.0,9,135.0,104.58,0.83,target_mid_band
PFC,bollinger_meanrev,MIS,2026-06-19 09:25:00,2026-06-19 10:10:00,431.7,431.2928571428571,69,28.09,-3.48,0.17,trailing_stop
PHOENIXLTD,bollinger_meanrev,MIS,2026-06-19 09:25:00,2026-06-19 09:50:00,1877.4,1888.2857142857142,15,-163.29,-193.25,-0.84,trailing_stop
WAAREEENER,bollinger_meanrev,MIS,2026-06-19 09:25:00,2026-06-19 09:35:00,3115.0,3131.857142857143,9,-151.71,-181.54,-0.97,trailing_stop
BHARATFORG,bollinger_meanrev,MIS,2026-06-19 09:30:00,2026-06-19 09:40:00,2043.1,2056.785714285714,14,-191.6,-222.06,-1.12,trailing_stop
NATIONALUM,bollinger_meanrev,MIS,2026-06-19 09:30:00,2026-06-19 09:35:00,370.15,372.8571428571429,81,-219.28,-251.21,-1.12,trailing_stop
APOLLOHOSP,bollinger_meanrev,MIS,2026-06-19 09:35:00,2026-06-19 10:30:00,8465.5,8470.214285714286,3,-14.14,-41.08,-0.17,trailing_stop
VBL,bollinger_meanrev,MIS,2026-06-19 09:40:00,2026-06-19 10:10:00,538.3,533.75,55,250.25,219.01,1.09,target_mid_band
BHEL,bollinger_meanrev,MIS,2026-06-19 09:45:00,2026-06-19 10:35:00,412.3,412.15,72,10.8,-20.67,0.04,trailing_stop
NTPC,bollinger_meanrev,MIS,2026-06-19 09:45:00,2026-06-19 10:45:00,367.65,365.55,81,170.1,138.63,0.72,target_mid_band
INDHOTEL,bollinger_meanrev,MIS,2026-06-19 09:55:00,2026-06-19 11:05:00,720.8,721.5285714285715,41,-29.87,-61.23,-0.13,trailing_stop
BDL,bollinger_meanrev,MIS,2026-06-19 10:45:00,2026-06-19 11:00:00,1348.5,1356.8428571428572,22,-183.54,-215.12,-0.68,trailing_stop
JINDALSTEL,bollinger_meanrev,MIS,2026-06-19 11:05:00,2026-06-19 11:20:00,1135.5,1136.6999999999998,26,-31.2,-62.53,-0.32,trailing_stop
CONCOR,bollinger_meanrev,MIS,2026-06-19 11:10:00,2026-06-19 11:15:00,471.2,471.8857142857143,63,-43.2,-74.71,-0.32,trailing_stop
LAURUSLABS,bollinger_meanrev,MIS,2026-06-19 11:10:00,2026-06-19 11:30:00,1405.2,1407.0,21,-37.8,-69.12,-0.2,trailing_stop
GVT&D,bollinger_meanrev,MIS,2026-06-19 11:25:00,2026-06-19 12:30:00,5407.0,5427.5,5,-102.5,-131.23,-0.54,trailing_stop
WIPRO,bollinger_meanrev,MIS,2026-06-19 11:25:00,2026-06-19 12:20:00,177.55,177.8557142857143,168,-51.36,-83.02,-0.51,trailing_stop
KALYANKJIL,bollinger_meanrev,MIS,2026-06-19 11:30:00,2026-06-19 11:35:00,386.0,386.31428571428575,77,-24.2,-55.73,-0.11,trailing_stop
OFSS,bollinger_meanrev,MIS,2026-06-19 11:30:00,2026-06-19 12:15:00,9454.5,9465.714285714286,3,-33.64,-63.74,-0.25,trailing_stop
VOLTAS,bollinger_meanrev,MIS,2026-06-19 11:30:00,2026-06-19 12:25:00,1362.2,1363.2857142857144,22,-23.89,-55.68,-0.15,trailing_stop
KPITTECH,bollinger_meanrev,MIS,2026-06-19 11:35:00,2026-06-19 12:05:00,731.9,735.2428571428571,40,-133.71,-164.85,-0.85,trailing_stop
ICICIGI,bollinger_meanrev,MIS,2026-06-19 11:40:00,2026-06-19 12:35:00,1853.7,1845.2,16,136.0,104.63,0.96,target_mid_band
LENSKART,bollinger_meanrev,MIS,2026-06-19 11:50:00,2026-06-19 11:55:00,518.25,518.8000000000001,57,-31.35,-62.7,-0.15,trailing_stop
LT,bollinger_meanrev,MIS,2026-06-19 11:55:00,2026-06-19 12:00:00,4203.2,4210.242857142857,7,-49.3,-80.53,-0.57,trailing_stop
GODREJPROP,bollinger_meanrev,MIS,2026-06-19 12:00:00,2026-06-19 12:25:00,1789.8,1793.3857142857144,16,-57.37,-87.78,-0.65,trailing_stop
HINDALCO,bollinger_meanrev,MIS,2026-06-19 12:25:00,2026-06-19 12:40:00,1011.6,1011.9142857142857,29,-9.11,-40.23,-0.09,trailing_stop
LUPIN,bollinger_meanrev,MIS,2026-06-19 12:30:00,2026-06-19 13:35:00,2347.9,2339.0,12,106.8,76.99,1.16,target_mid_band
MOTHERSON,bollinger_meanrev,MIS,2026-06-19 12:45:00,2026-06-19 13:15:00,145.58,145.74,206,-32.96,-64.78,-0.28,trailing_stop
ITC,bollinger_meanrev,MIS,2026-06-19 12:50:00,2026-06-19 13:55:00,290.15,289.85,103,30.9,-0.77,0.55,target_mid_band
LTM,bollinger_meanrev,MIS,2026-06-19 12:50:00,2026-06-19 13:45:00,3818.0,3823.285714285714,7,-37.0,-65.37,-0.34,trailing_stop
KEI,bollinger_meanrev,MIS,2026-06-19 13:25:00,2026-06-19 13:55:00,5572.0,5594.285714285715,5,-111.43,-141.04,-0.8,trailing_stop
PRESTIGE,bollinger_meanrev,MIS,2026-06-19 13:35:00,2026-06-19 13:55:00,1491.0,1494.0142857142857,20,-60.29,-91.95,-0.84,trailing_stop
COFORGE,bollinger_meanrev,MIS,2026-06-19 13:45:00,2026-06-19 14:30:00,1457.1,1455.4,20,34.0,3.12,0.26,trailing_stop
PERSISTENT,bollinger_meanrev,MIS,2026-06-19 13:45:00,2026-06-19 14:25:00,4751.5,4765.785714285715,6,-85.71,-116.0,-0.65,trailing_stop
NAUKRI,bollinger_meanrev,MIS,2026-06-19 13:50:00,2026-06-19 14:15:00,987.75,987.3714285714285,30,11.36,-20.06,0.09,trailing_stop
APLAPOLLO,bollinger_meanrev,MIS,2026-06-19 14:00:00,2026-06-19 14:30:00,1856.7,1859.6571428571426,16,-47.31,-78.85,-1.0,trailing_stop
ONGC,bollinger_meanrev,MIS,2026-06-19 14:10:00,2026-06-19 14:35:00,245.3,245.4142857142857,122,-13.94,-45.69,-0.16,trailing_stop
TVSMOTOR,bollinger_meanrev,MIS,2026-06-19 14:10:00,2026-06-19 14:30:00,3447.5,3453.4142857142856,8,-47.31,-76.59,-0.54,trailing_stop
AUBANK,bollinger_meanrev,MIS,2026-06-19 14:15:00,2026-06-19 14:30:00,1037.85,1040.5428571428572,28,-75.4,-106.26,-0.77,trailing_stop
RELIANCE,bollinger_meanrev,MIS,2026-06-19 14:15:00,2026-06-19 14:20:00,1333.9,1316.0714285714287,22,392.23,361.36,3.48,trailing_stop
YESBANK,bollinger_meanrev,MIS,2026-06-19 14:15:00,2026-06-19 14:50:00,25.52,25.41,1175,129.25,97.53,1.71,target_mid_band
PATANJALI,bollinger_meanrev,MIS,2026-06-19 14:25:00,2026-06-19 14:50:00,422.7,423.07142857142856,70,-26.0,-57.39,-0.34,trailing_stop
FEDERALBNK,bollinger_meanrev,MIS,2026-06-19 14:30:00,2026-06-19 14:35:00,323.95,324.82142857142856,92,-80.17,-111.83,-1.02,trailing_stop
INDIGO,bollinger_meanrev,MIS,2026-06-19 14:30:00,2026-06-19 15:00:00,5014.4,5016.2,5,-9.0,-35.59,-0.13,trailing_stop
TECHM,bollinger_meanrev,MIS,2026-06-19 14:35:00,2026-06-19 15:00:00,1356.8,1361.8714285714286,22,-111.57,-143.3,-0.88,trailing_stop
GLENMARK,bollinger_meanrev,MIS,2026-06-19 14:45:00,2026-06-19 14:50:00,2213.7,2211.542857142857,13,28.04,-2.46,0.25,trailing_stop
TCS,bollinger_meanrev,MIS,2026-06-19 14:55:00,2026-06-19 15:00:00,2110.7,2120.4999999999995,14,-137.2,-168.62,-0.97,trailing_stop
TATAINVEST,bollinger_meanrev,MIS,2026-06-19 15:00:00,2026-06-19 15:10:00,690.1,694.1785714285713,43,-175.38,-206.96,-1.12,trailing_stop
NHPC,bollinger_meanrev,MIS,2026-06-19 15:05:00,2026-06-19 15:15:00,75.94,75.89,395,19.75,-12.05,0.2,forced_close
ENRIN,bollinger_meanrev,MIS,2026-06-19 15:10:00,2026-06-19 15:15:00,3835.9,3837.1,7,-8.4,-36.88,-0.07,forced_close
HCLTECH,bollinger_meanrev,MIS,2026-06-19 15:10:00,2026-06-19 15:15:00,1133.0,1134.4,26,-36.4,-67.66,-0.23,forced_close
MPHASIS,bollinger_meanrev,MIS,2026-06-19 15:10:00,2026-06-19 15:15:00,2211.5,2210.7,13,10.4,-20.08,0.05,forced_close
TATACAP,bollinger_meanrev,MIS,2026-06-19 15:10:00,2026-06-19 15:15:00,366.4,372.93571428571425,81,-529.39,-561.2,-1.03,trailing_stop
ICICIAMC,bollinger_meanrev,MIS,2026-06-19 15:15:00,2026-06-19 15:20:00,3438.7,3487.3714285714286,8,-389.37,-418.79,-1.24,trailing_stop
INFY,bollinger_meanrev,MIS,2026-06-19 15:15:00,2026-06-19 15:20:00,1054.6,1055.4,28,-22.4,-53.73,-0.16,forced_close
GODFRYPHLP,bollinger_meanrev,MIS,2026-06-19 15:20:00,2026-06-19 15:25:00,2291.1,2286.6,13,58.5,26.95,0.29,forced_close
