symbol,stage,entry_time,exit_time,entry_price,exit_price,shares,pnl,r_multiple,exit_reason
TCS,stage1,2018-09-05 00:00:00,2018-09-05 00:00:00,2100.0,2079.25,14,-290.5,,session_close
BIOCON,stage1,2018-09-06 00:00:00,2018-09-06 00:00:00,313.5,331.45,95,1705.25,,session_close
CAPLIPOINT,stage1,2018-09-06 00:00:00,2018-09-06 00:00:00,503.4,498.1,59,-312.7,,session_close
CYIENT,stage1,2018-09-06 00:00:00,2018-09-06 00:00:00,774.9,771.7,38,-121.6,,session_close
IRB,stage1,2018-09-06 00:00:00,2018-09-06 00:00:00,9.0,8.9,3333,-333.3,,session_close
MUTHOOTFIN,stage1,2018-09-06 00:00:00,2018-09-06 00:00:00,442.0,450.85,67,592.95,,session_close
SYNGENE,stage1,2018-09-06 00:00:00,2018-09-06 00:00:00,312.45,311.85,96,-57.6,,session_close
USHAMART,stage1,2018-09-06 00:00:00,2018-09-06 00:00:00,31.8,32.75,943,895.85,,session_close
AUROPHARMA,stage1,2018-09-07 00:00:00,2018-09-07 00:00:00,763.0,800.85,39,1476.15,,session_close
BIOCON,stage1,2018-09-07 00:00:00,2018-09-07 00:00:00,332.0,330.65,90,-121.5,,session_close
GODFRYPHLP,stage1,2018-09-07 00:00:00,2018-09-07 00:00:00,306.0,317.0,98,1078.0,,session_close
GRANULES,stage1,2018-09-07 00:00:00,2018-09-07 00:00:00,121.5,121.4,246,-24.6,,session_close
ICICIGI,stage1,2018-09-07 00:00:00,2018-09-07 00:00:00,854.7,875.5,35,728.0,,session_close
PERSISTENT,stage1,2018-09-07 00:00:00,2018-09-07 00:00:00,426.5,434.8,70,581.0,,session_close
ALKEM,stage1,2018-09-10 00:00:00,2018-09-10 00:00:00,2201.25,2136.8,13,-837.85,,session_close
BAJAJ-AUTO,stage1,2018-09-10 00:00:00,2018-09-10 00:00:00,2851.5,2797.5,10,-540.0,,session_close
DCMSHRIRAM,stage1,2018-09-10 00:00:00,2018-09-10 00:00:00,391.0,384.35,76,-505.4,,session_close
HBLENGINE,stage1,2018-09-10 00:00:00,2018-09-10 00:00:00,34.25,34.1,875,-131.25,,session_close
HEROMOTOCO,stage1,2018-09-10 00:00:00,2018-09-10 00:00:00,3153.85,3100.5,9,-480.15,,session_close
HAL,stage1,2018-09-10 00:00:00,2018-09-10 00:00:00,461.0,465.2,65,273.0,,session_close
ICICIGI,stage1,2018-09-10 00:00:00,2018-09-10 00:00:00,875.5,914.15,34,1314.1,,session_close
INDIGO,stage1,2018-09-10 00:00:00,2018-09-10 00:00:00,908.0,890.15,33,-589.05,,session_close
JUBLPHARMA,stage1,2018-09-10 00:00:00,2018-09-10 00:00:00,820.05,805.95,36,-507.6,,session_close
LUPIN,stage1,2018-09-10 00:00:00,2018-09-10 00:00:00,965.0,944.4,31,-638.6,,session_close
MUTHOOTFIN,stage1,2018-09-10 00:00:00,2018-09-10 00:00:00,468.8,453.35,63,-973.35,,session_close
NBCC,stage1,2018-09-10 00:00:00,2018-09-10 00:00:00,47.33,45.97,633,-860.88,,session_close
SAREGAMA,stage1,2018-09-10 00:00:00,2018-09-10 00:00:00,58.0,58.7,517,361.9,,session_close
TEJASNET,stage1,2018-09-10 00:00:00,2018-09-10 00:00:00,319.9,310.35,93,-888.15,,session_close
USHAMART,stage1,2018-09-10 00:00:00,2018-09-10 00:00:00,35.25,33.85,851,-1191.4,,session_close
CIEINDIA,stage1,2018-09-11 00:00:00,2018-09-11 00:00:00,301.85,282.65,99,-1900.8,,session_close
GLAXO,stage1,2018-09-11 00:00:00,2018-09-11 00:00:00,1755.3,1705.1,17,-853.4,,session_close
CARBORUNIV,stage1,2018-09-12 00:00:00,2018-09-12 00:00:00,390.0,387.75,76,-171.0,,session_close
ABB,stage1,2018-09-14 00:00:00,2018-09-14 00:00:00,1145.5,1132.5,26,-338.0,,session_close
BALRAMCHIN,stage1,2018-09-14 00:00:00,2018-09-14 00:00:00,79.6,88.65,376,3402.8,,session_close
NAVINFLUOR,stage1,2018-09-14 00:00:00,2018-09-14 00:00:00,752.0,762.65,39,415.35,,session_close
SCHNEIDER,stage1,2018-09-14 00:00:00,2018-09-14 00:00:00,124.3,122.65,241,-397.65,,session_close
BPCL,stage1,2018-09-17 00:00:00,2018-09-17 00:00:00,153.15,158.25,195,994.5,,session_close
DEEPAKNTR,stage1,2018-09-17 00:00:00,2018-09-17 00:00:00,272.7,267.5,110,-572.0,,session_close
GICRE,stage1,2018-09-17 00:00:00,2018-09-17 00:00:00,323.1,338.2,92,1389.2,,session_close
GODFRYPHLP,stage1,2018-09-17 00:00:00,2018-09-17 00:00:00,327.0,322.0,91,-455.0,,session_close
ICICIPRULI,stage1,2018-09-17 00:00:00,2018-09-17 00:00:00,375.85,362.45,79,-1058.6,,session_close
JSWENERGY,stage1,2018-09-17 00:00:00,2018-09-17 00:00:00,68.9,69.6,435,304.5,,session_close
JSL,stage1,2018-09-17 00:00:00,2018-09-17 00:00:00,67.15,69.2,446,914.3,,session_close
MFSL,stage1,2018-09-17 00:00:00,2018-09-17 00:00:00,487.25,474.45,61,-780.8,,session_close
MINDACORP,stage1,2018-09-17 00:00:00,2018-09-17 00:00:00,148.2,150.2,202,404.0,,session_close
POWERGRID,stage1,2018-09-17 00:00:00,2018-09-17 00:00:00,107.5,110.05,279,711.45,,session_close
SAMMAANCAP,stage1,2018-09-17 00:00:00,2018-09-17 00:00:00,1089.25,1070.4,27,-508.95,,session_close
SONATSOFTW,stage1,2018-09-17 00:00:00,2018-09-17 00:00:00,148.1,153.7,202,1131.2,,session_close
TATACONSUM,stage1,2018-09-17 00:00:00,2018-09-17 00:00:00,230.3,233.7,130,442.0,,session_close
ULTRACEMCO,stage1,2018-09-17 00:00:00,2018-09-17 00:00:00,4073,4021,7,-364,,session_close
USHAMART,stage1,2018-09-17 00:00:00,2018-09-17 00:00:00,33.05,33.25,907,181.4,,session_close
BSE,stage1,2018-09-18 00:00:00,2018-09-18 00:00:00,86.5,84.0,346,-865.0,,session_close
CANFINHOME,stage1,2018-09-18 00:00:00,2018-09-18 00:00:00,323.25,311.6,92,-1071.8,,session_close
DCMSHRIRAM,stage1,2018-09-18 00:00:00,2018-09-18 00:00:00,416.95,423.1,71,436.65,,session_close
EIDPARRY,stage1,2018-09-18 00:00:00,2018-09-18 00:00:00,238.0,235.2,126,-352.8,,session_close
GICRE,stage1,2018-09-18 00:00:00,2018-09-18 00:00:00,338.0,345.1,88,624.8,,session_close
INOXWIND,stage1,2018-09-18 00:00:00,2018-09-18 00:00:00,25.88,25.28,1159,-695.4,,session_close
JWL,stage1,2018-09-18 00:00:00,2018-09-18 00:00:00,15.9,15.35,1886,-1037.3,,session_close
NAVA,stage1,2018-09-18 00:00:00,2018-09-18 00:00:00,67.9,65.1,441,-1234.8,,session_close
GICRE,stage1,2018-09-19 00:00:00,2018-09-19 00:00:00,345.0,332.45,86,-1079.3,,session_close
DCMSHRIRAM,stage1,2018-09-21 00:00:00,2018-09-21 00:00:00,476.1,465.25,63,-683.55,,session_close
DEEPAKNTR,stage1,2018-09-21 00:00:00,2018-09-21 00:00:00,292.05,276.85,102,-1550.4,,session_close
PGEL,stage1,2018-09-21 00:00:00,2018-09-21 00:00:00,16.2,15.35,1851,-1573.35,,session_close
COCHINSHIP,stage1,2018-09-24 00:00:00,2018-09-24 00:00:00,214.5,206.7,139,-1084.2,,session_close
ERIS,stage1,2018-09-24 00:00:00,2018-09-24 00:00:00,771.45,761.85,38,-364.8,,session_close
HEG,stage1,2018-09-24 00:00:00,2018-09-24 00:00:00,807.9,776.45,37,-1163.65,,session_close
IOC,stage1,2018-09-24 00:00:00,2018-09-24 00:00:00,85.57,83.86,350,-598.5,,session_close
JKCEMENT,stage1,2018-09-24 00:00:00,2018-09-24 00:00:00,804.0,783.15,37,-771.45,,session_close
JSL,stage1,2018-09-24 00:00:00,2018-09-24 00:00:00,68.7,60.8,436,-3444.4,,session_close
MINDACORP,stage1,2018-09-24 00:00:00,2018-09-24 00:00:00,151.0,145.5,198,-1089.0,,session_close
OIL,stage1,2018-09-24 00:00:00,2018-09-24 00:00:00,147.35,146.05,203,-263.9,,session_close
BBTC,stage1,2018-09-26 00:00:00,2018-09-26 00:00:00,1463.45,1426.9,20,-731.0,,session_close
CHOLAFIN,stage1,2018-09-26 00:00:00,2018-09-26 00:00:00,247.4,243.1,121,-520.3,,session_close
M&MFIN,stage1,2018-09-26 00:00:00,2018-09-26 00:00:00,228.6,233.0,131,576.4,,session_close
NAM-INDIA,stage1,2018-09-26 00:00:00,2018-09-26 00:00:00,182.0,183.95,164,319.8,,session_close
MOTHERSON,stage1,2018-09-26 00:00:00,2018-09-26 00:00:00,70.5,68.37,425,-905.25,,session_close
CARBORUNIV,stage1,2018-09-27 00:00:00,2018-09-27 00:00:00,382.0,384.5,78,195.0,,session_close
CREDITACC,stage1,2018-09-27 00:00:00,2018-09-27 00:00:00,324.7,301.2,92,-2162.0,,session_close
EXIDEIND,stage1,2018-09-27 00:00:00,2018-09-27 00:00:00,273.0,266.45,109,-713.95,,session_close
GODREJPROP,stage1,2018-09-27 00:00:00,2018-09-27 00:00:00,603.9,609.1,49,254.8,,session_close
SAMMAANCAP,stage1,2018-09-27 00:00:00,2018-09-27 00:00:00,878.9,837.65,34,-1402.5,,session_close
VEDL,stage1,2018-09-27 00:00:00,2018-09-27 00:00:00,106.15,105.55,282,-169.2,,session_close
BATAINDIA,stage1,2018-09-28 00:00:00,2018-09-28 00:00:00,991.8,970.3,30,-645.0,,session_close
CHENNPETRO,stage1,2018-09-28 00:00:00,2018-09-28 00:00:00,283.75,278.4,105,-561.75,,session_close
SJVN,stage1,2018-09-28 00:00:00,2018-09-28 00:00:00,29.05,27.4,1032,-1702.8,,session_close
BRITANNIA,stage1,2018-10-01 00:00:00,2018-10-01 00:00:00,2930.0,2921.77,10,-82.3,,session_close
INDHOTEL,stage1,2018-10-01 00:00:00,2018-10-01 00:00:00,135.45,124.7,221,-2375.75,,session_close
KEI,stage1,2018-10-01 00:00:00,2018-10-01 00:00:00,358.0,374.2,83,1344.6,,session_close
CANFINHOME,stage1,2018-10-03 00:00:00,2018-10-03 00:00:00,257.75,251.9,116,-678.6,,session_close
OLECTRA,stage1,2018-10-03 00:00:00,2018-10-03 00:00:00,220.0,221.7,136,231.2,,session_close
BLS,stage1,2018-10-04 00:00:00,2018-10-04 00:00:00,36.5,34.15,821,-1929.35,,session_close
NATIONALUM,stage1,2018-10-04 00:00:00,2018-10-04 00:00:00,67.56,67.66,444,44.4,,session_close
DMART,stage1,2018-10-05 00:00:00,2018-10-05 00:00:00,1348.9,1331.2,22,-389.4,,session_close
ICICIBANK,stage1,2018-10-05 00:00:00,2018-10-05 00:00:00,314.65,307.3,95,-698.25,,session_close
NHPC,stage1,2018-10-05 00:00:00,2018-10-05 00:00:00,23.85,23.2,1257,-817.05,,session_close
NLCINDIA,stage1,2018-10-05 00:00:00,2018-10-05 00:00:00,72.9,72.2,411,-287.7,,session_close
AARTIIND,stage1,2018-10-09 00:00:00,2018-10-09 00:00:00,313.0,307.35,95,-536.75,,session_close
HINDPETRO,stage1,2018-10-09 00:00:00,2018-10-09 00:00:00,97.05,90.75,309,-1946.7,,session_close
IOC,stage1,2018-10-09 00:00:00,2018-10-09 00:00:00,65.48,63.4,458,-952.64,,session_close
JBMA,stage1,2018-10-09 00:00:00,2018-10-09 00:00:00,55.8,54.65,537,-617.55,,session_close
JSWDULUX,stage1,2018-10-09 00:00:00,2018-10-09 00:00:00,1569.75,1570.6,19,16.15,,session_close
RELIANCE,stage1,2018-10-09 00:00:00,2018-10-09 00:00:00,534.6,519.5,56,-845.6,,session_close
KEI,stage1,2018-10-10 00:00:00,2018-10-10 00:00:00,283.0,298.8,106,1674.8,,session_close
PCBL,stage1,2018-10-10 00:00:00,2018-10-10 00:00:00,97.0,101.75,309,1467.75,,session_close
GODREJPROP,stage1,2018-10-11 00:00:00,2018-10-11 00:00:00,475.0,489.1,63,888.3,,session_close
HEG,stage1,2018-10-11 00:00:00,2018-10-11 00:00:00,757.0,841.3,39,3287.7,,session_close
ITI,stage1,2018-10-11 00:00:00,2018-10-11 00:00:00,76.9,81.45,390,1774.5,,session_close
NLCINDIA,stage1,2018-10-11 00:00:00,2018-10-11 00:00:00,81.0,82.65,370,610.5,,session_close
PRESTIGE,stage1,2018-10-11 00:00:00,2018-10-11 00:00:00,170.0,169.4,176,-105.6,,session_close
WELSPUNLIV,stage1,2018-10-11 00:00:00,2018-10-11 00:00:00,59.7,61.65,502,978.9,,session_close
ZEEL,stage1,2018-10-11 00:00:00,2018-10-11 00:00:00,438.79,454.36,68,1058.76,,session_close
BPCL,stage1,2018-10-12 00:00:00,2018-10-12 00:00:00,123.65,123.6,242,-12.1,,session_close
CIEINDIA,stage1,2018-10-12 00:00:00,2018-10-12 00:00:00,265.55,265.0,112,-61.6,,session_close
CGCL,stage1,2018-10-12 00:00:00,2018-10-12 00:00:00,22.1,25.0,1357,3935.3,,session_close
HINDCOPPER,stage1,2018-10-12 00:00:00,2018-10-12 00:00:00,51.95,51.5,577,-259.65,,session_close
HINDPETRO,stage1,2018-10-12 00:00:00,2018-10-12 00:00:00,119.5,121.4,251,476.9,,session_close
MMTC,stage1,2018-10-12 00:00:00,2018-10-12 00:00:00,30.75,31.1,975,341.25,,session_close
3MINDIA,stage1,2018-10-15 00:00:00,2018-10-15 00:00:00,22115.0,22756.7,1,641.7,,session_close
ABREL,stage1,2018-10-15 00:00:00,2018-10-15 00:00:00,813.0,816.6,36,129.6,,session_close
LTTS,stage1,2018-10-15 00:00:00,2018-10-15 00:00:00,1497.0,1618.0,20,2420.0,,session_close
ADANIGREEN,stage1,2018-10-16 00:00:00,2018-10-16 00:00:00,37.6,38.65,797,836.85,,session_close
LTTS,stage1,2018-10-16 00:00:00,2018-10-16 00:00:00,1632.95,1650.1,18,308.7,,session_close
RHIM,stage1,2018-10-16 00:00:00,2018-10-16 00:00:00,230.4,230.6,130,26.0,,session_close
TRIDENT,stage1,2018-10-16 00:00:00,2018-10-16 00:00:00,6.96,6.61,4310,-1508.5,,session_close
ADANIGREEN,stage1,2018-10-17 00:00:00,2018-10-17 00:00:00,40.55,39.35,739,-886.8,,session_close
ESCORTS,stage1,2018-10-17 00:00:00,2018-10-17 00:00:00,645.0,617.95,46,-1244.3,,session_close
FEDERALBNK,stage1,2018-10-17 00:00:00,2018-10-17 00:00:00,83.0,78.5,361,-1624.5,,session_close
FINCABLES,stage1,2018-10-17 00:00:00,2018-10-17 00:00:00,534.05,526.85,56,-403.2,,session_close
IIFL,stage1,2018-10-17 00:00:00,2018-10-17 00:00:00,327.7,300.7,91,-2457.0,,session_close
MCX,stage1,2018-10-17 00:00:00,2018-10-17 00:00:00,161.0,156.0,186,-930.0,,session_close
TARIL,stage1,2018-10-17 00:00:00,2018-10-17 00:00:00,8.7,7.7,3448,-3448.0,,session_close
TVSMOTOR,stage1,2018-10-24 00:00:00,2018-10-24 00:00:00,539.9,528.05,55,-651.75,,session_close
BAJFINANCE,stage1,2018-10-25 00:00:00,2018-10-25 00:00:00,228.5,233.5,131,655.0,,session_close
BAJAJFINSV,stage1,2018-10-25 00:00:00,2018-10-25 00:00:00,529.9,536.75,56,383.6,,session_close
CANFINHOME,stage1,2018-10-25 00:00:00,2018-10-25 00:00:00,243.6,256.95,123,1642.05,,session_close
GESHIP,stage1,2018-10-25 00:00:00,2018-10-25 00:00:00,292.75,287.5,102,-535.5,,session_close
M&MFIN,stage1,2018-10-25 00:00:00,2018-10-25 00:00:00,220.65,222.6,135,263.25,,session_close
MCX,stage1,2018-10-25 00:00:00,2018-10-25 00:00:00,162.0,140.0,185,-4070.0,,session_close
BATAINDIA,stage1,2018-10-26 00:00:00,2018-10-26 00:00:00,928.0,908.95,32,-609.6,,session_close
BERGEPAINT,stage1,2018-10-26 00:00:00,2018-10-26 00:00:00,241.65,235.4,124,-775.0,,session_close
INDIGO,stage1,2018-10-26 00:00:00,2018-10-26 00:00:00,877.65,870.1,34,-256.7,,session_close
KAJARIACER,stage1,2018-10-26 00:00:00,2018-10-26 00:00:00,359.0,381.75,83,1888.25,,session_close
WIPRO,stage1,2018-10-26 00:00:00,2018-10-26 00:00:00,114.55,115.2,261,169.65,,session_close
CEATLTD,stage1,2018-10-29 00:00:00,2018-10-29 00:00:00,1106.0,1134.5,27,769.5,,session_close
GESHIP,stage1,2018-10-29 00:00:00,2018-10-29 00:00:00,299.0,301.75,100,275.0,,session_close
INTELLECT,stage1,2018-10-29 00:00:00,2018-10-29 00:00:00,231.0,257.55,129,3424.95,,session_close
KIRLOSENG,stage1,2018-10-29 00:00:00,2018-10-29 00:00:00,219.6,223.8,136,571.2,,session_close
UPL,stage1,2018-10-29 00:00:00,2018-10-29 00:00:00,396.5,403.9,75,555.0,,session_close
ADANIPOWER,stage1,2018-10-30 00:00:00,2018-10-30 00:00:00,8.4,8.95,3571,1964.05,,session_close
DIVISLAB,stage1,2018-10-30 00:00:00,2018-10-30 00:00:00,1444.25,1485.75,20,830.0,,session_close
EIHOTEL,stage1,2018-10-30 00:00:00,2018-10-30 00:00:00,165.25,165.75,181,90.5,,session_close
GRAPHITE,stage1,2018-10-30 00:00:00,2018-10-30 00:00:00,971.8,965.45,30,-190.5,,session_close
GRASIM,stage1,2018-10-30 00:00:00,2018-10-30 00:00:00,781.6,801.55,38,758.1,,session_close
GRAVITA,stage1,2018-10-30 00:00:00,2018-10-30 00:00:00,73.75,73.5,406,-101.5,,session_close
HBLENGINE,stage1,2018-10-30 00:00:00,2018-10-30 00:00:00,30.85,30.8,972,-48.6,,session_close
ICICIBANK,stage1,2018-10-30 00:00:00,2018-10-30 00:00:00,347.45,345.7,86,-150.5,,session_close
INTELLECT,stage1,2018-10-30 00:00:00,2018-10-30 00:00:00,256.95,257.6,116,75.4,,session_close
JSL,stage1,2018-10-30 00:00:00,2018-10-30 00:00:00,52.1,53.95,575,1063.75,,session_close
UNIONBANK,stage1,2018-10-30 00:00:00,2018-10-30 00:00:00,62.85,67.83,477,2375.46,,session_close
MAHABANK,stage1,2018-10-31 00:00:00,2018-10-31 00:00:00,14.0,13.5,2142,-1071.0,,session_close
DIVISLAB,stage1,2018-10-31 00:00:00,2018-10-31 00:00:00,1485.0,1484.5,20,-10.0,,session_close
GRASIM,stage1,2018-10-31 00:00:00,2018-10-31 00:00:00,802.7,830.25,37,1019.35,,session_close
JKTYRE,stage1,2018-10-31 00:00:00,2018-10-31 00:00:00,107.8,104.1,278,-1028.6,,session_close
NAVINFLUOR,stage1,2018-10-31 00:00:00,2018-10-31 00:00:00,684.5,651.1,43,-1436.2,,session_close
TEJASNET,stage1,2018-10-31 00:00:00,2018-10-31 00:00:00,249.0,253.6,120,552.0,,session_close
RAMCOCEM,stage1,2018-10-31 00:00:00,2018-10-31 00:00:00,600.0,599.65,50,-17.5,,session_close
USHAMART,stage1,2018-10-31 00:00:00,2018-10-31 00:00:00,32.0,32.85,937,796.45,,session_close
ABB,stage1,2018-11-01 00:00:00,2018-11-01 00:00:00,1008.65,1030.2,29,624.95,,session_close
ACC,stage1,2018-11-01 00:00:00,2018-11-01 00:00:00,1384.0,1405.7,21,455.7,,session_close
FORTIS,stage1,2018-11-01 00:00:00,2018-11-01 00:00:00,140.6,140.75,213,31.95,,session_close
IRB,stage1,2018-11-01 00:00:00,2018-11-01 00:00:00,6.98,7.22,4297,1031.28,,session_close
JWL,stage1,2018-11-01 00:00:00,2018-11-01 00:00:00,14.65,14.05,2047,-1228.2,,session_close
TECHM,stage1,2018-11-01 00:00:00,2018-11-01 00:00:00,688.2,663.1,43,-1079.3,,session_close
TORNTPOWER,stage1,2018-11-01 00:00:00,2018-11-01 00:00:00,258.95,259.75,115,92.0,,session_close
BERGEPAINT,stage1,2018-11-02 00:00:00,2018-11-02 00:00:00,250.0,253.65,120,438.0,,session_close
BBTC,stage1,2018-11-02 00:00:00,2018-11-02 00:00:00,1409.0,1364.85,21,-927.15,,session_close
ELECON,stage1,2018-11-02 00:00:00,2018-11-02 00:00:00,31.75,29.9,944,-1746.4,,session_close
KPIL,stage1,2018-11-02 00:00:00,2018-11-02 00:00:00,369.5,368.2,81,-105.3,,session_close
SAREGAMA,stage1,2018-11-02 00:00:00,2018-11-02 00:00:00,53.55,54.35,560,448.0,,session_close
USHAMART,stage1,2018-11-02 00:00:00,2018-11-02 00:00:00,37.05,37.9,809,687.65,,session_close
DMART,stage1,2018-11-05 00:00:00,2018-11-05 00:00:00,1477.95,1436.05,20,-838.0,,session_close
BEML,stage1,2018-11-05 00:00:00,2018-11-05 00:00:00,351.5,354.1,85,221.0,,session_close
DEEPAKNTR,stage1,2018-11-05 00:00:00,2018-11-05 00:00:00,277.45,267.65,108,-1058.4,,session_close
LALPATHLAB,stage1,2018-11-05 00:00:00,2018-11-05 00:00:00,443.5,443.4,67,-6.7,,session_close
HDFCLIFE,stage1,2018-11-05 00:00:00,2018-11-05 00:00:00,387.9,399.15,77,866.25,,session_close
LINDEINDIA,stage1,2018-11-05 00:00:00,2018-11-05 00:00:00,472.9,457.25,63,-985.95,,session_close
MINDACORP,stage1,2018-11-05 00:00:00,2018-11-05 00:00:00,135.4,135.35,221,-11.05,,session_close
SARDAEN,stage1,2018-11-05 00:00:00,2018-11-05 00:00:00,31.8,30.45,943,-1273.05,,session_close
TATAINVEST,stage1,2018-11-05 00:00:00,2018-11-05 00:00:00,71.0,70.0,422,-422.0,,session_close
ITI,stage1,2018-11-06 00:00:00,2018-11-06 00:00:00,88.4,88.55,339,50.85,,session_close
JBMA,stage1,2018-11-06 00:00:00,2018-11-06 00:00:00,63.2,61.05,474,-1019.1,,session_close
JPPOWER,stage1,2018-11-06 00:00:00,2018-11-06 00:00:00,2.1,2.2,14285,1428.5,,session_close
LTFOODS,stage1,2018-11-06 00:00:00,2018-11-06 00:00:00,43.95,43.85,682,-68.2,,session_close
NEWGEN,stage1,2018-11-06 00:00:00,2018-11-06 00:00:00,128.5,129.1,233,139.8,,session_close
USHAMART,stage1,2018-11-06 00:00:00,2018-11-06 00:00:00,41.35,38.3,725,-2211.25,,session_close
FACT,stage1,2018-11-09 00:00:00,2018-11-09 00:00:00,40.8,39.9,735,-661.5,,session_close
GLENMARK,stage1,2018-11-09 00:00:00,2018-11-09 00:00:00,665.0,676.15,45,501.75,,session_close
OLECTRA,stage1,2018-11-09 00:00:00,2018-11-09 00:00:00,252.0,244.0,119,-952.0,,session_close
TORNTPHARM,stage1,2018-11-09 00:00:00,2018-11-09 00:00:00,833.95,821.15,35,-448.0,,session_close
BANKINDIA,stage1,2018-11-12 00:00:00,2018-11-12 00:00:00,86.16,81.44,348,-1642.56,,session_close
CREDITACC,stage1,2018-11-12 00:00:00,2018-11-12 00:00:00,371.0,360.0,80,-880.0,,session_close
GALLANTT,stage1,2018-11-12 00:00:00,2018-11-12 00:00:00,60.5,61.15,495,321.75,,session_close
HAL,stage1,2018-11-12 00:00:00,2018-11-12 00:00:00,467.5,447.75,64,-1264.0,,session_close
LINDEINDIA,stage1,2018-11-12 00:00:00,2018-11-12 00:00:00,600.0,597.9,50,-105.0,,session_close
NHPC,stage1,2018-11-12 00:00:00,2018-11-12 00:00:00,26.95,26.7,1113,-278.25,,session_close
PVRINOX,stage1,2018-11-12 00:00:00,2018-11-12 00:00:00,1402.4,1362.2,21,-844.2,,session_close
VOLTAS,stage1,2018-11-12 00:00:00,2018-11-12 00:00:00,540.0,535.45,55,-250.25,,session_close
SCHNEIDER,stage1,2018-11-13 00:00:00,2018-11-13 00:00:00,106.25,105.45,282,-225.6,,session_close
TITAN,stage1,2018-11-13 00:00:00,2018-11-13 00:00:00,889.2,897.5,33,273.9,,session_close
WOCKPHARMA,stage1,2018-11-13 00:00:00,2018-11-13 00:00:00,520.75,486.45,57,-1955.1,,session_close
APOLLOTYRE,stage1,2018-11-14 00:00:00,2018-11-14 00:00:00,226.0,223.35,132,-349.8,,session_close
EICHERMOT,stage1,2018-11-14 00:00:00,2018-11-14 00:00:00,2330.0,2324.0,12,-72.0,,session_close
GODREJIND,stage1,2018-11-14 00:00:00,2018-11-14 00:00:00,499.7,501.15,60,87.0,,session_close
LINDEINDIA,stage1,2018-11-14 00:00:00,2018-11-14 00:00:00,622.3,645.8,48,1128.0,,session_close
NCC,stage1,2018-11-14 00:00:00,2018-11-14 00:00:00,90.3,87.4,332,-962.8,,session_close
RITES,stage1,2018-11-14 00:00:00,2018-11-14 00:00:00,125.6,126.05,238,107.1,,session_close
RADICO,stage1,2018-11-14 00:00:00,2018-11-14 00:00:00,445.0,446.6,67,107.2,,session_close
VTL,stage1,2018-11-14 00:00:00,2018-11-14 00:00:00,215.4,213.95,139,-201.55,,session_close
AARTIIND,stage1,2018-11-15 00:00:00,2018-11-15 00:00:00,359.95,358.9,83,-87.15,,session_close
ADANIENSOL,stage1,2018-11-15 00:00:00,2018-11-15 00:00:00,193.9,209.3,154,2371.6,,session_close
INDIGO,stage1,2018-11-15 00:00:00,2018-11-15 00:00:00,1039.0,1043.95,28,138.6,,session_close
IPCALAB,stage1,2018-11-15 00:00:00,2018-11-15 00:00:00,374.95,376.55,80,128.0,,session_close
JKTYRE,stage1,2018-11-15 00:00:00,2018-11-15 00:00:00,108.25,107.6,277,-180.05,,session_close
NEWGEN,stage1,2018-11-15 00:00:00,2018-11-15 00:00:00,149.0,153.6,201,924.6,,session_close
ADANIENSOL,stage1,2018-11-16 00:00:00,2018-11-16 00:00:00,213.0,216.0,140,420.0,,session_close
APOLLOHOSP,stage1,2018-11-16 00:00:00,2018-11-16 00:00:00,1250.65,1233.5,23,-394.45,,session_close
SCHNEIDER,stage1,2018-11-16 00:00:00,2018-11-16 00:00:00,115.0,118.45,260,897.0,,session_close
SIEMENS,stage1,2018-11-16 00:00:00,2018-11-16 00:00:00,713.05,747.65,42,1453.2,,session_close
TRITURBINE,stage1,2018-11-16 00:00:00,2018-11-16 00:00:00,117.95,115.05,254,-736.6,,session_close
UNOMINDA,stage1,2018-11-16 00:00:00,2018-11-16 00:00:00,182.3,179.25,164,-500.2,,session_close
BHARTIARTL,stage1,2018-11-19 00:00:00,2018-11-19 00:00:00,323.35,330.65,92,671.6,,session_close
CGCL,stage1,2018-11-19 00:00:00,2018-11-19 00:00:00,29.65,30.3,1011,657.15,,session_close
GRASIM,stage1,2018-11-19 00:00:00,2018-11-19 00:00:00,832.7,846.05,36,480.6,,session_close
SCHNEIDER,stage1,2018-11-19 00:00:00,2018-11-19 00:00:00,119.5,117.3,251,-552.2,,session_close
SIEMENS,stage1,2018-11-19 00:00:00,2018-11-19 00:00:00,758.0,717.35,39,-1585.35,,session_close
IDEA,stage1,2018-11-19 00:00:00,2018-11-19 00:00:00,25.5,25.8,1176,352.8,,session_close
ADANIENSOL,stage1,2018-11-20 00:00:00,2018-11-20 00:00:00,229.95,237.15,130,936.0,,session_close
BLUESTARCO,stage1,2018-11-20 00:00:00,2018-11-20 00:00:00,325.0,313.7,92,-1039.6,,session_close
RHIM,stage1,2018-11-20 00:00:00,2018-11-20 00:00:00,239.7,235.2,125,-562.5,,session_close
ZFCVINDIA,stage1,2018-11-20 00:00:00,2018-11-20 00:00:00,1158.0,1136.0,25,-550.0,,session_close
AARTIIND,stage1,2018-11-21 00:00:00,2018-11-21 00:00:00,374.75,374.85,80,8.0,,session_close
BEML,stage1,2018-11-21 00:00:00,2018-11-21 00:00:00,380.0,374.8,78,-405.6,,session_close
ITI,stage1,2018-11-21 00:00:00,2018-11-21 00:00:00,96.0,101.8,312,1809.6,,session_close
WELCORP,stage1,2018-11-21 00:00:00,2018-11-21 00:00:00,162.6,156.5,184,-1122.4,,session_close
